ph,Hardness,Organic_carbon,Conductivity,Turbidity,Potability
7.895769121,168.7240474,11.99277233,517.4366759,4.391731338,1
10.067633,144.6139557,17.65879359,415.0507563,3.776788997,0
7.488133464,177.3530518,14.1494731,387.8680752,3.474034717,0
6.776879088,189.4388127,14.83156005,420.3573924,3.322065007,0
7.274756855,195.1180298,11.38254346,418.3735821,4.271580716,0
6.336456502,185.680004,10.66579889,490.9724265,4.561219815,1
5.36754649,175.4328194,19.37023363,463.4784249,4.267189591,0
6.100245391,160.6082305,18.72285989,449.9482865,2.174898199,1
9.049166054,169.5092544,16.17062839,471.9253772,2.814000683,0
6.788291583,182.0368954,11.83538218,419.8958885,4.255948317,1
6.360195819,198.9114491,11.91589992,423.6256486,2.713248379,1
4.624304291,121.0363186,13.05403007,260.5661636,3.424250049,0
6.664934584,218.7700084,17.19268526,412.3085879,4.502138214,0
5.487876363,179.2069831,12.58847481,510.6093851,4.223576482,0
10.63290961,198.3780118,16.7221946,522.0278703,3.722454851,0
6.79212545,165.7942863,15.13809378,370.6005778,4.042637641,0
5.251353815,167.924336,10.42915946,315.5361054,4.072252323,1
8.847880711,190.7008532,16.31910453,386.4641507,4.143450992,0
7.608750191,192.8566437,12.79634736,432.2095447,4.627464223,1
6.777506359,207.0507483,12.68372439,523.241732,4.263180268,1
7.475536902,215.4291024,12.18630951,477.2350531,4.015574262,0
6.209697437,169.3185048,17.01511804,549.2767283,3.893766831,0
6.381978996,235.9451102,16.18354243,511.4851573,3.299047219,0
4.897691707,169.2357683,16.21914102,437.5386924,3.894464333,1
6.975209178,175.4210394,10.28528265,401.0588017,5.25648355,1
5.277875568,166.7330068,15.52604285,347.2194568,3.632607032,1
7.611609817,222.2522695,18.27375696,505.2654826,2.87326121,0
7.15905299,161.4787104,15.44784173,330.5504527,4.291668967,1
8.315959071,221.2702228,22.15974723,501.6739826,2.760212574,0
7.423088086,210.0461969,16.80599033,460.8942124,3.712681965,1
8.149437298,220.2037345,13.36467688,461.8045481,4.949257361,1
7.49651068,207.137328,14.3139868,569.5692234,3.363403258,0
8.137713063,178.7166329,12.27318065,481.0735393,2.743866752,1
8.151248962,205.8473007,14.86113268,555.5902835,2.799883321,1
7.602121475,199.3531655,17.92578239,210.319182,3.698874769,0
6.351286549,162.2133452,11.71214925,337.0773485,3.707053968,1
8.154531511,168.0989354,12.30266857,419.173312,2.460464867,1
6.643158712,188.9135411,14.70681031,336.561501,4.562197671,1
5.913956688,215.4978821,14.68357985,283.4014062,5.648605949,1
5.694475546,193.4321303,13.623308,448.7541508,4.107467119,0
5.862641233,185.0652199,15.30607892,331.5701387,5.50742094,1
7.283913577,197.6021251,14.45859092,449.3616793,3.571862512,0
7.362331187,215.6372552,16.55254307,417.6082144,3.93356497,0
8.174028131,192.3904298,13.780973,503.5221724,3.986780704,0
7.031839174,175.4658605,13.21648859,571.8220682,2.725564949,1
4.487517479,199.0514027,8.123470112,390.5669453,2.765722248,0
8.157518083,236.3444402,13.38157485,511.5876641,4.469430538,0
5.870615501,186.1783756,13.3000239,427.182531,3.728785237,0
4.595607756,204.8596598,11.42091036,631.8220782,3.978919807,1
5.873675846,203.3299282,11.11927378,420.2912301,5.412090885,1
9.058628424,155.3575571,17.85447002,463.389256,3.65213447,1
7.053116739,240.8517699,12.95557726,377.1881249,5.67199885,0
8.716820334,153.9800345,12.73604425,447.0280768,3.205128767,1
10.01518906,210.126717,10.2130582,324.6479088,3.846547549,1
7.717076952,211.6813272,11.4407465,495.9149193,4.967975792,1
8.589202344,233.7279746,8.986363424,258.880209,4.041445671,1
5.655117422,146.7620233,11.97141687,469.8950016,4.401152242,0
8.596767212,202.3431875,15.0086742,315.4790704,3.238692933,1
6.18969926,224.4329493,10.25751471,649.8057646,3.02737148,1
3.719791644,248.8592673,20.39378167,427.4959312,2.718397734,0
7.882123947,235.4664047,12.17852047,443.8947357,5.364172169,0
5.628313272,192.3407437,15.1999056,439.0547587,4.061644661,1
5.913374864,148.6079443,14.42340359,427.0409817,2.499831969,0
9.888941401,220.638823,14.92917215,460.8124249,3.75016351,1
7.301463638,205.7218803,12.35231109,529.6246177,3.942709369,0
6.977405633,205.5634995,10.3465741,532.342083,5.327584532,0
3.426450368,154.7117245,14.6893506,437.3771806,5.97805394,1
3.433874059,152.4800753,9.970144463,412.9155386,4.104938403,0
7.800421289,210.6703042,7.024747096,448.5956405,3.345910382,1
7.647871554,160.7743534,13.18250057,438.8009607,3.078672724,1
8.040392261,200.6375759,11.1004069,394.0177325,3.017795963,0
9.185417502,165.6415024,8.189662176,534.6984328,4.186674618,1
7.499844502,231.5388683,14.33824816,380.9990976,4.663869576,1
8.53440688,248.5774824,14.69290181,341.7601979,2.544733701,0
6.39908051,230.0279326,13.62553323,452.9744803,2.620538023,0
3.978284627,160.8184744,20.77148503,414.3282148,3.751565769,0
4.483402761,172.3838777,11.87172464,413.5450473,2.203840524,0
4.736404607,203.2764198,14.06313997,508.8203409,4.995601766,1
5.739816333,189.8277886,14.89918076,425.0167571,2.722571208,0
7.595669984,207.1154702,14.81063041,452.445746,3.403393177,0
7.591346094,199.2553218,20.11882693,416.4456175,4.515150114,1
6.879404957,214.7318875,12.47730317,306.7843022,4.70047023,1
6.865568515,231.4450543,16.15496381,496.6034248,4.916218246,1
5.500276575,263.6831597,12.76118448,435.865696,5.147535911,1
6.05460718,228.1980268,17.22914943,441.4985004,4.88916336,0
7.292141805,174.480427,16.29361407,435.1080173,4.466912564,1
7.115895266,193.7067445,14.8415799,369.534034,3.736020547,1
6.31407747,124.8479917,18.42322647,396.6729763,4.363865763,0
8.758824521,197.2152104,19.18592102,518.3855456,3.527565359,0
7.22168944,203.0690286,16.12574125,412.3204898,3.160818481,1
7.709617351,189.8029139,15.24034941,397.8455658,4.140423757,0
9.239440361,212.5690763,16.58112044,575.4219684,3.471971127,1
6.350290472,190.3837378,13.98356664,446.8406051,4.265233067,1
7.744130994,185.5676184,17.13236901,314.4258339,5.207683455,1
7.678945067,178.2005415,11.91320393,363.9740597,3.089549648,1
7.12771121,173.6901017,7.273399392,295.3858255,3.396184931,0
5.456680888,219.5198857,14.02928505,312.0198403,3.799472549,1
5.849778285,229.9366869,14.90855831,596.4032157,3.643815888,0
6.057904774,149.1227941,17.61522935,393.2934779,4.269753245,0
4.812433652,250.1839535,18.2100315,607.0265423,3.0209959,1
7.749773784,229.4897671,18.20291571,398.5447626,4.317186298,1
6.653649515,172.5845122,15.87247449,389.4711494,4.871406193,0
6.630122156,192.5217032,14.78634736,320.470853,3.352764606,1
8.065339036,174.1205843,11.41701861,497.0192345,3.756391707,1
7.085095883,206.6766753,17.67989831,387.6181112,3.932839293,1
6.512900833,169.2174798,15.08869952,296.074382,4.404040365,1
7.207886781,175.8702941,16.16409127,468.5628288,3.762741072,1
6.898315041,228.8028036,13.87299426,392.3823257,3.822307139,0
3.410359671,207.3974729,15.98737034,351.5203926,3.721765769,0
8.52616987,175.6128363,21.84591625,474.2404823,5.083014142,0
8.326349854,213.8748579,17.4664673,569.1032945,4.395284863,0
7.473235377,223.2649362,13.5569112,590.3251265,3.87771425,0
6.769769339,178.3317527,18.70365696,299.4049766,3.846611901,1
8.725393412,213.6103718,20.05573721,396.2290102,4.565542154,0
6.089430846,207.2671327,11.67431809,531.7689878,4.366860919,0
7.884841993,229.2426598,11.63539928,368.7708937,4.631640754,0
8.581042821,153.7090925,14.78158449,520.8083591,2.883145377,1
6.252810211,187.5694791,14.26136898,303.4963734,2.921797389,1
6.420640206,180.2929997,17.72439599,473.0648236,3.139940274,1
8.040144167,224.863482,12.40591315,360.9576788,3.986459812,1
5.284096687,185.7054923,17.39846476,543.1817477,4.800963142,0
7.714312672,191.6926397,18.91702672,377.9263683,4.42513397,1
7.948488372,197.5945421,14.87669376,394.7679885,3.891124346,0
6.567759613,187.6663787,12.35389619,390.4268891,3.824428039,1
4.168248461,164.3512893,13.8434938,547.4668312,2.804525051,1
6.313114732,162.3364121,15.04759327,387.9577162,4.126964596,0
4.3107015,138.4318942,19.58832712,426.3695925,3.172375491,1
5.679330465,182.1452665,15.21935477,546.8951435,3.292071095,0
8.331553235,238.9924141,15.4107638,406.2451288,2.69238888,0
7.727421141,227.8427196,8.233404554,328.854169,4.60180209,1
8.19576536,214.5176104,15.06704165,403.189913,3.218709224,1
9.794558699,129.8709584,11.85322809,427.1239484,2.945418738,1
6.783888468,193.6535806,15.05606409,477.8546873,3.250022229,0
5.484151254,196.7912512,18.71387553,348.3990333,4.43885846,1
7.394255556,207.9630384,13.17342626,392.4966653,4.263192772,0
7.310715696,185.8171404,14.94781096,425.532861,3.57882634,1
8.146185794,191.38241,9.416901598,445.931207,5.177963625,0
6.373288071,180.9589048,11.59864559,411.58131,4.538108781,1
7.808012212,179.7999166,12.09249934,590.0605459,4.165549906,1
9.850054687,208.740232,10.10514594,462.4801989,4.521836127,1
9.014356734,225.3675192,16.25411187,445.7688122,4.549419413,1
7.369988621,236.4767207,18.02033109,357.0662032,3.463852437,1
9.221955642,151.4548307,13.95175343,541.6014377,4.294251987,1
8.210357973,210.2221122,14.65018969,361.6143911,3.716663875,0
8.154840855,202.3173348,11.80284674,597.8700732,3.696327575,0
4.473882085,120.1019079,8.510882717,433.7443917,4.893656691,0
7.940713224,197.0499653,16.23726535,406.116784,2.990150891,0
3.337628998,216.2570865,14.02967274,352.2640739,3.300191883,0
7.79278353,187.912476,11.46282496,463.0193727,4.047380786,1
7.868147086,199.035973,16.50157842,549.4149828,4.315898406,0
4.68109876,220.4761261,10.94126989,442.5305081,4.125750333,0
6.964225943,212.7644944,13.12769368,378.0855456,3.990437572,1
6.901863449,164.7234862,10.36262263,468.4163498,4.047907292,0
7.511816641,174.6141336,17.42546021,303.1081459,2.285519929,1
9.036504348,199.3218895,13.40038904,288.5088072,5.661984463,0
7.945909069,213.0664067,14.18985646,478.1667105,3.58543125,0
9.960689858,169.9252485,13.56399225,388.8971588,3.434538463,1
8.054893322,239.1397786,17.77801461,574.4028275,3.52438043,0
7.146117225,181.4344194,15.46998024,485.1092148,4.775201718,0
7.150046115,238.7982302,14.96653219,365.7391217,2.633890804,1
7.833980482,203.1694081,16.27659187,338.2311223,4.254477177,0
8.882684452,135.5230624,20.29627439,532.3366593,3.827920867,1
7.12263744,183.4026482,14.06605748,411.6160703,3.750446965,0
7.544305636,211.0511462,18.55347833,447.5206554,3.714096435,1
4.961352728,166.2599616,12.00154741,449.1471915,3.902837834,0
8.114665426,236.4932747,18.58853424,496.9897916,2.65459449,0
7.755154227,196.7827837,10.77286174,338.4306239,2.728799592,0
6.702546553,207.3210857,16.21730295,329.2660018,3.442983035,1
6.917858355,200.7055053,11.28338664,453.6375097,5.544167317,1
6.1798098,248.833263,9.696477803,487.625733,3.70432422,0
7.371914156,148.1936976,17.16650385,544.8484318,4.338957326,1
5.58246982,172.3315842,16.47204469,452.0807654,4.048113258,0
7.051396426,187.4188826,14.2806067,561.7907605,3.172091114,0
5.735358659,149.1716903,12.20195002,465.5548937,4.085054788,0
8.693149901,219.1782966,7.283012996,545.228668,4.687846798,1
7.040244978,192.9559825,15.39645507,381.3573499,3.993409764,0
6.415108472,192.4279651,16.02143866,529.7303121,6.073006014,1
7.207538608,174.805168,14.17116415,555.5962107,4.295189193,0
9.794717849,254.4250664,11.665297,576.0460835,2.807129775,1
6.080992869,182.413992,11.3980069,498.4540987,2.09178684,1
6.277463093,225.9419346,13.22566586,328.6844196,3.123166159,1
9.445129838,145.8054024,8.606396747,592.659021,3.875165247,1
8.610963032,125.1587698,12.94737634,342.2052524,4.614400405,1
5.940475876,175.6377301,15.15200393,402.8873087,3.997969671,1
5.82126163,204.04889,13.98870666,466.783264,4.371078785,0
5.331940479,194.8740654,10.1805138,335.1203984,4.434820258,0
10.22386216,248.0717353,13.78969532,283.6516335,2.672988737,0
6.770926884,181.8180655,14.66544144,475.5489601,4.91053382,1
8.628301074,185.9267231,18.24836789,342.3556975,5.100857854,1
7.573905933,206.2042016,11.55062032,457.6377864,4.410729144,0
6.352973105,244.8467167,12.52012614,403.5604823,4.15549464,0
9.271668544,256.2733925,12.37668596,467.7523179,3.744203632,0
5.541979019,185.6718736,18.46401541,517.9357855,3.672975983,1
6.091382724,192.1210523,12.73981847,413.2483341,5.075519616,0
8.736371211,194.6776872,16.51623165,333.6237939,3.802116117,1
6.732713713,197.7669743,19.34049879,321.3645185,3.885405037,0
9.097617417,263.8241202,18.2858821,437.2635313,5.473663249,1
7.007974587,248.9047116,10.90547626,403.7542555,4.628974864,1
6.193170101,225.6834218,14.5601358,389.4059776,3.466645288,1
6.81170227,261.3895652,11.99351588,397.7871189,3.275008408,0
7.912361028,211.376444,16.68198993,594.8992901,2.878515631,0
8.140344463,153.7481702,14.32201887,423.4559057,4.362792108,1
8.684778672,161.1242048,15.96565159,499.2754008,3.877349185,1
8.942045991,215.6737861,9.31377068,541.9154677,4.354287641,1
5.452214926,199.2284675,14.02050742,469.1319513,5.19053381,1
7.651294226,200.7170513,18.86381748,420.8283622,3.258041647,0
7.904053371,217.7716313,10.329558,548.1553827,3.137280422,0
7.710137891,174.3505766,9.320040153,437.5140661,3.898670803,0
6.277742483,149.5632817,15.21837835,605.3983749,5.255011943,1
7.777665366,233.7615788,17.79474068,520.285094,4.683334813,1
9.969273221,237.0228631,13.00817982,379.1379772,3.643379015,0
8.11195317,217.2664724,13.02792065,281.0692028,4.430750456,1
7.55796363,156.4618716,17.85721377,277.2341545,3.292270153,1
9.567822726,173.1114983,12.90422086,492.4115244,4.197919055,1
5.03377399,155.3214775,18.31249854,500.6373262,3.244948477,0
5.097786226,182.8190154,15.13778139,445.5626438,4.829323364,0
7.879543234,170.1909123,15.87176979,517.5767619,4.066229364,0
7.830976343,190.7990441,15.52665845,507.4454883,4.588784657,0
8.719764332,219.7788985,9.151209133,481.8534152,2.887725422,0
5.057736411,137.6893436,15.39030437,580.0952246,3.163935937,1
7.121458435,204.1641395,16.48815637,353.9275932,3.774600526,0
6.756659807,212.6418576,14.17406266,387.5621917,4.184873593,0
5.226941884,177.3196034,18.46309476,328.3874298,2.259550289,0
9.534021716,201.955208,15.62561667,259.6368031,2.768238928,0
6.903816978,258.5268417,13.96173961,318.6226223,3.867843303,1
4.317187354,225.5145731,17.15294541,446.3413192,4.078277145,0
6.262907282,185.9826516,14.60144315,570.28826,4.594919156,0
4.99139689,141.6223953,15.35087273,534.7114545,3.92659873,0
5.609235359,216.1226734,9.77951771,330.0926742,3.224675518,1
5.566328463,153.775514,14.20055722,388.0503623,3.424760734,1
7.274212567,197.6609485,14.61160015,300.0199103,4.7102563,1
4.319440673,186.0561786,13.448689,282.6874021,3.241972101,0
10.49074403,221.0292598,10.66380062,403.8240027,2.887022939,1
6.908853083,184.9442319,11.81294171,434.3502193,4.693949416,1
8.805177745,157.2319816,9.439925286,299.2797747,5.176205069,0
6.144759038,210.9797475,17.18796335,332.5981262,3.082080496,1
5.970578908,202.7455203,18.63214156,412.0389222,5.013281168,0
9.808258179,220.0495744,13.49866451,367.0443791,4.48126124,1
6.53936951,214.6386028,18.26368767,532.5727848,4.527364378,0
7.161714893,238.3335841,16.83629125,478.7669705,3.909973568,0
6.36997353,128.6168685,8.00141462,319.7850761,3.427066374,0
6.356511062,164.6181852,15.3294379,430.9595045,3.415525525,0
7.542300167,230.1505401,17.55557785,447.2593533,4.317553512,1
5.626339528,230.8579828,11.36870244,346.5532064,1.943318777,1
7.808856018,193.5532116,19.90322518,392.4495796,2.798242842,1
6.334162776,197.4823264,18.8222159,399.5637857,4.038829793,1
7.278910903,135.2592725,11.31600157,480.1431086,4.201577247,1
6.06335479,160.7673113,12.30901596,327.2702387,3.467336915,0
3.633162829,179.3505767,8.95640146,500.8660185,3.349571655,1
6.509621638,197.7595026,11.0588185,472.7093809,3.802819638,1
6.150034401,188.4130554,13.22029465,449.3588123,3.444442492,1
7.294364433,191.7736202,13.79253517,342.5013872,3.336582332,0
6.225152013,169.7411715,17.59550987,380.1147511,2.770822653,0
5.763772807,183.0736286,10.54739835,376.5813885,3.253200107,1
7.017295399,170.1324465,15.50599203,512.7684389,4.899611272,1
9.419510316,175.7626463,11.03906969,432.044783,3.298875499,1
8.246369054,207.1721681,17.53395379,369.0292128,4.43325661,0
5.327023534,233.140588,10.04977199,438.5534987,4.855821251,1
7.091885817,221.1914756,19.57827271,515.0599861,5.116406585,0
6.170526139,193.3355174,20.53227748,528.0960907,3.652207496,1
5.574755848,189.7006648,18.01699087,331.3303525,4.371806161,0
4.941972157,166.7104405,15.49688693,352.0390921,5.076146746,1
6.917920216,223.3329586,12.23090783,428.9480234,2.691485135,0
6.985303737,219.5864399,15.80444893,492.9030215,3.081799008,1
9.352719753,207.4651604,10.98668253,420.5945919,3.398264165,1
7.986018499,180.7955581,8.64249441,434.9545189,3.153004728,1
4.574124682,134.2012887,11.2609135,372.2001389,3.086499926,1
6.782868548,196.1825585,12.11847464,435.094574,5.468590847,0
6.967696683,177.0558901,15.2880379,507.7900618,4.819637104,1
10.03393346,213.6474186,13.99446115,362.2621568,2.901535467,0
7.156424495,197.9935375,12.51197343,448.4571607,2.958414712,1
7.183095932,200.368159,11.17654813,617.5409065,3.806539439,0
5.897391121,172.0343853,16.31165824,426.5058343,2.961602418,0
8.532377474,216.4541076,11.89570044,436.1649753,2.380088049,0
8.016279103,211.0293038,14.51299105,491.0790821,4.308222881,1
7.793914804,164.9589475,15.29749572,398.4603116,4.220027671,1
6.217255307,205.6482515,12.12836583,414.7710169,2.08142502,0
6.057828114,230.7176933,14.03790316,397.2367839,3.292249267,0
9.241338767,157.9274924,12.05362721,464.0254828,3.842577604,1
8.31002902,212.6982764,12.97186896,365.4312125,4.775784922,0
6.629985036,195.7003801,11.39509766,335.8047102,2.534499478,0
7.586235788,190.8902193,13.90608196,402.7994967,4.351335081,0
6.681553568,238.5124406,8.138227491,326.0262267,2.956748075,0
5.934279093,223.8581252,11.36686342,277.3845373,5.217895024,1
4.762828659,153.2970184,15.78550897,522.736233,2.471786245,1
7.560392023,223.23225,8.900408731,481.3417739,4.257805108,1
7.606880475,183.8400997,14.00698323,426.9859417,4.564460392,1
6.35403811,227.2328954,9.969701406,355.5273068,4.935240394,1
6.425873866,188.9802815,13.86648723,502.9910878,3.731936503,1
5.768868031,184.3950028,10.43033979,380.0968101,3.092626379,1
8.832641116,199.4250377,14.63243828,453.7579722,3.452149736,1
7.705711006,178.9228576,10.63879836,518.043369,3.861956077,0
6.944868387,198.476439,15.04581675,470.5997606,4.241135181,1
8.018831607,197.7855879,13.33774798,395.7386306,3.188477334,1
3.854617678,131.3962531,16.86472165,456.5122738,4.290435046,0
7.118980168,160.9626028,10.00814598,440.3178709,5.349210586,1
7.247700982,210.2708051,13.41520457,558.5264708,3.319952678,0
7.348844512,223.2649397,18.14537425,494.1584341,4.880875156,0
8.163999618,195.2124953,12.42542601,529.6818066,3.673088094,1
4.581968728,186.0979153,19.69984804,406.382378,4.500207625,0
8.311271181,206.1077584,21.7411436,479.0323203,4.462045738,1
6.340027628,225.0281485,11.38593727,435.5004571,3.686001324,0
6.632031569,201.6699331,17.03360168,346.8604045,3.38629429,1
5.754212968,241.6024296,22.76370742,495.9453442,5.920233915,0
4.761105185,150.0745333,11.13215006,400.4512684,4.581395078,1
4.666148131,171.2887001,14.21062445,501.9028641,4.556863752,1
7.399811394,229.7762645,11.92755244,437.3669088,3.803723818,0
6.019939995,140.8678983,8.398237311,428.6953308,2.747027112,1
5.090035332,174.2663575,17.10756313,526.3610816,4.83886228,0
7.205559175,120.3276153,13.64314709,418.4332899,3.710053126,0
6.825467901,187.0517097,12.60638165,373.4272355,3.027449578,0
5.622807135,194.4632389,16.36472381,408.459081,3.992956901,0
6.320427823,210.3100428,11.973422,375.9645578,4.553380743,1
7.605674821,210.3714356,11.78126502,325.6836912,5.554074526,1
5.903993501,196.2747258,18.50537228,324.0456808,3.820021216,0
7.961721463,224.3167604,14.91119053,451.808446,2.286943495,1
8.376279725,248.1328614,18.65888632,433.4498994,5.703962807,0
5.036453976,190.1645202,11.05580115,332.3597146,3.534665425,1
7.950816584,147.117918,10.71424051,474.854039,4.543685406,0
6.30497166,249.0826006,15.08908255,334.178652,4.221305734,0
7.340170884,210.1188126,12.38922918,412.7065583,3.919139533,1
9.349469962,252.1484987,13.10989785,349.8160843,3.778022672,0
7.643578362,209.8608444,8.863614187,337.6321732,3.76216286,0
4.293961235,192.360737,10.79942845,475.8764151,5.105120757,0
5.648628538,167.0300972,10.68976878,347.7923206,5.370004183,0
8.523062079,201.6084925,15.74063873,436.6259903,5.112376365,0
7.895045662,174.6926854,14.63390897,472.0429124,3.084431233,0
6.539546128,215.4452044,17.95000056,426.0834788,4.076403287,1
6.198650336,246.4769625,10.52293463,527.0007956,3.574172022,1
4.663492192,170.9518296,16.27405101,378.1490002,3.742293454,0
7.802426084,232.67028,15.49560337,413.2921835,4.363529881,1
8.416086817,208.3260218,12.64517578,444.5601085,4.93008381,1
8.692092013,195.1437388,12.38077079,398.345418,4.477960248,0
7.38658182,191.5855655,18.92567419,505.1879288,3.791372588,1
8.277058198,242.5592458,15.22002138,561.7611561,3.751324091,1
8.433290824,161.195283,15.30375478,479.9959053,3.631542932,1
5.403196492,185.6435227,10.02403918,587.3786921,3.871463111,0
6.89834133,187.4153064,12.58016151,428.7869759,5.371284156,0
5.945988643,151.6857971,15.72546712,471.1221252,3.793329276,1
6.185951163,174.7961234,13.74428378,479.0918451,5.2057243,0
6.123193935,181.3124182,11.59179479,391.6103219,5.457830951,0
6.396569931,243.7247069,17.63803947,489.4493051,4.188249712,0
6.243279004,171.1038864,17.2184173,512.8947171,3.472839213,0
6.252410005,225.7841009,13.43350592,484.5857912,2.722908161,0
7.481535362,218.2611698,17.12096224,518.3755726,4.262065437,1
4.270716195,166.8377085,13.47852645,349.5189104,3.763905903,0
7.940646964,181.7713069,10.59013668,584.8271549,5.4318367,0
6.58800729,244.9432199,9.250627524,330.9148199,4.216454466,0
6.937818783,177.5781419,9.348252155,439.624998,3.724089564,0
6.918062438,188.9128648,17.8601008,338.3208398,3.566298462,1
7.096047101,221.5082446,16.5762003,442.5435995,4.785637378,1
7.486779709,199.6777845,16.11543236,444.6785788,5.048833995,0
7.078361074,198.412447,17.24961638,472.2760009,3.263464731,1
8.247958056,195.5395359,18.07693775,588.6991934,4.723230706,1
8.848103019,248.5677404,18.13780484,411.1474331,3.074799306,0
7.46072722,237.5796125,5.914617068,377.68222,3.949014618,0
6.317576554,143.2999595,15.31551466,573.8147436,3.399047914,0
9.066628054,203.3841234,18.3676209,496.1614524,4.055421251,0
7.202534416,207.8281164,10.37184324,369.0443258,5.702504528,1
5.757088957,148.9891464,12.12095586,407.7417133,3.730185467,1
6.549187601,212.9221415,12.58704787,424.3980267,4.190311121,1
8.66397482,206.9231635,9.139903342,329.7108394,3.689241361,0
10.19166524,211.5669045,17.41174671,468.3713868,3.403422698,0
10.19941269,256.7043382,8.802846639,552.1621808,4.384868014,0
7.581687577,180.7491402,13.56125295,617.8835131,4.457282487,0
4.292966858,212.8086454,15.77992197,382.922363,2.804923583,0
7.36876853,213.1970192,10.54509177,496.270851,3.813881276,1
8.558663124,214.1073248,15.8969581,382.6222745,2.590635463,0
6.428866313,225.6130938,18.0153855,466.0443992,4.184783372,1
7.300990131,182.4476973,8.730149177,307.4333027,4.59634734,1
8.550427815,206.5225659,13.99746616,347.8243282,4.903869628,0
4.868827135,258.6789588,17.35208041,328.7645294,3.255600174,1
4.737391257,215.5295107,11.07028905,313.513502,3.853388072,0
5.039673104,154.4183296,17.72838904,490.3327615,4.864866409,1
9.135451944,233.1753316,16.33477629,370.9298085,3.643686803,0
7.701032797,121.5751392,12.99726326,368.224575,3.395482609,1
